epoch,accuracy,loss,val_accuracy,val_loss
0,0.625,0.0458059161901474,0.27272728085517883,0.08924394845962524
1,0.761904776096344,0.0237173642963171,0.27272728085517883,0.08906300365924835
2,0.8125,0.021989434957504272,0.27272728085517883,0.08888548612594604
3,0.6190476417541504,0.030975136905908585,0.27272728085517883,0.0887146070599556
4,0.65625,0.03293323889374733,0.27272728085517883,0.08849402517080307
5,0.8095238208770752,0.027972379699349403,0.27272728085517883,0.08807185292243958
6,0.761904776096344,0.025932257995009422,0.27272728085517883,0.08758746087551117
7,0.84375,0.025183245539665222,0.27272728085517883,0.08704964071512222
8,0.5625,0.03579327091574669,0.27272728085517883,0.08656805008649826
9,0.7142857313156128,0.026860805228352547,0.27272728085517883,0.08544652909040451
10,0.75,0.026033828034996986,0.27272728085517883,0.08422063291072845
11,0.9523809552192688,0.010936149396002293,0.27272728085517883,0.08301541209220886
12,0.71875,0.025706321001052856,0.27272728085517883,0.08186653256416321
13,0.8095238208770752,0.020294364541769028,0.27272728085517883,0.08055225759744644
14,0.8095238208770752,0.027239587157964706,0.27272728085517883,0.07941359281539917
15,0.875,0.013997438363730907,0.27272728085517883,0.0782165676355362
16,0.8095238208770752,0.020144982263445854,0.27272728085517883,0.07706423848867416
17,0.8125,0.02225027047097683,0.27272728085517883,0.07598338276147842
18,0.8571428656578064,0.0187059473246336,0.27272728085517883,0.07474531978368759
19,0.78125,0.02356295846402645,0.27272728085517883,0.07365697622299194
20,0.8125,0.024995988234877586,0.27272728085517883,0.07271751761436462
21,0.9523809552192688,0.009472105652093887,0.27272728085517883,0.07165146619081497
22,0.875,0.01726795732975006,0.27272728085517883,0.07053590565919876
23,0.761904776096344,0.019555943086743355,0.27272728085517883,0.06953568756580353
24,0.8571428656578064,0.018516596406698227,0.27272728085517883,0.06854523718357086
25,0.8125,0.020307200029492378,0.27272728085517883,0.06764673441648483
26,0.761904776096344,0.022741639986634254,0.27272728085517883,0.06696946918964386
27,0.84375,0.019485587254166603,0.27272728085517883,0.06626173853874207
28,0.9047619104385376,0.007627593819051981,0.27272728085517883,0.06558272987604141
29,0.78125,0.027497850358486176,0.27272728085517883,0.06506702303886414
30,0.875,0.0178475733846426,0.27272728085517883,0.06464064866304398
31,0.8095238208770752,0.016066312789916992,0.27272728085517883,0.0642143189907074
32,0.9523809552192688,0.008599701337516308,0.27272728085517883,0.06357503682374954
33,0.75,0.020800113677978516,0.27272728085517883,0.06304808706045151
34,0.761904776096344,0.02362251468002796,0.27272728085517883,0.06260526180267334
35,0.875,0.01623908244073391,0.27272728085517883,0.062098320573568344
36,0.78125,0.023040153086185455,0.27272728085517883,0.061716340482234955
37,0.9047619104385376,0.010621863417327404,0.27272728085517883,0.06116516888141632
38,0.78125,0.016055559739470482,0.27272728085517883,0.06054656207561493
39,0.8095238208770752,0.022422777488827705,0.27272728085517883,0.0600312203168869
40,0.8095238208770752,0.013132116757333279,0.27272728085517883,0.059646084904670715
41,0.875,0.011930794455111027,0.27272728085517883,0.059271927922964096
42,0.761904776096344,0.025170573964715004,0.27272728085517883,0.05893942341208458
43,0.8125,0.02231147140264511,0.27272728085517883,0.05881207808852196
44,0.8125,0.024544544517993927,0.27272728085517883,0.05877497047185898
45,0.8571428656578064,0.01218138262629509,0.27272728085517883,0.058588769286870956
46,0.8125,0.014258858747780323,0.27272728085517883,0.058329083025455475
47,0.9047619104385376,0.014673955738544464,0.27272728085517883,0.05819929018616676
48,0.8571428656578064,0.017186004668474197,0.27272728085517883,0.058015868067741394
49,0.90625,0.01756434142589569,0.27272728085517883,0.05780515819787979
